# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
0.250      0.89535391       6.0249666      0.21908321
0.250      0.91106187       5.9052012      0.22622916
0.250      0.92676983       5.7705708      0.23270446
0.250      0.94247780       5.5939433      0.23724753
0.250      0.95818576       5.4605787      0.24336497
0.250      0.97389372       5.3474100      0.25023523
0.250      0.98960169       5.2207333      0.25632032
0.250       1.0053096       5.0772116      0.26133350
0.250       1.0367256       4.8303588      0.27267234
0.250       1.0681415       4.6180670      0.28511289
0.250       1.0995574       4.4928560      0.30258438
0.250       1.1309734       4.2500675      0.31147501
0.250       1.1623893       4.0809029      0.32469927
0.250       1.1938052       3.8429594      0.33123519
0.250       1.2252211       3.7030422      0.34504232
0.250       1.2566371       3.5385084      0.35572966
0.250       1.2880530       3.3925632      0.36728179
0.250       1.3194689       3.2668141      0.38018254
0.250       1.3508848       3.1941614      0.39891659
0.250       1.3823008       3.0387656      0.40660724
0.250       1.4137167       2.9350534      0.42012006
0.250       1.4451326       2.7879244      0.42625980
0.250       1.4765485       2.6854983      0.43796392
0.250       1.5079645       2.5594749      0.44462560
0.250       1.5393804       2.4677864      0.45605338
0.250       1.5707963       2.3949244      0.47024230
0.250       1.6022123       2.3002535      0.47929853
0.250       1.6336282       2.1922412      0.48419270
0.250       1.6650441       2.1427711      0.50109870
0.250       1.6964600       2.0560065      0.50854062
0.250       1.7278760       1.9562033      0.51123659
0.250       1.7592919       1.9078357      0.52628978
0.250       1.7907078       1.8586229      0.54067431
0.250       1.8221237       1.7648022      0.54087873
0.250       1.8535397       1.7284474      0.55761195
0.250       1.8849556       1.6573359      0.56232083
0.250       1.9163715       1.5909054      0.56722287
0.250       1.9477874       1.5258009      0.57120607
0.250       1.9792034       1.4762432      0.57982832
0.250       2.0106193       1.4432214      0.59428225
0.250       2.0734512       1.3623564      0.61523698
0.250       2.1362830       1.2663131      0.62544299
0.250       2.1991149       1.1759033      0.63355688
0.250       2.2619467       1.1041422      0.64735482
0.250       2.3247786       1.0327116      0.65734610
0.250       2.3876104      0.97635020      0.67323436
0.250       2.4504423      0.92450849      0.68915131
0.250       2.5132741      0.85892782      0.69079074
0.250       2.5761060      0.80889543      0.70057367
0.250       2.6389378      0.76169082      0.70914731
0.250       2.7017697      0.71805538      0.71741949
0.250       2.7646015      0.68420824      0.73241325
0.250       2.8274334      0.63172408      0.72339389
0.250       2.8902652      0.61443966      0.75155817
0.250       2.9530971      0.57481183      0.74994452
0.250       3.0159289      0.54016197      0.75068473
0.250       3.0787608      0.51359661      0.75931198
0.250       3.1415927      0.49096883      0.77121203
0.250       3.2044245      0.46171504      0.76965202
0.250       3.2672564      0.44736458      0.79046290
0.250       3.3300882      0.42536856      0.79579803
0.250       3.3929201      0.40303982      0.79751544
0.250       3.4557519      0.38276621      0.80026076
0.250       3.5185838      0.36810298      0.81235017
0.250       3.5814156      0.35246607      0.82026041
0.250       3.6442475      0.33256257      0.81539344
0.250       3.7070793      0.31683832      0.81771809
0.250       3.7699112      0.30368964      0.82431573
0.250       3.8327430      0.29169085      0.83199781
0.250       3.8955749      0.27868675      0.83464397
0.250       3.9584067      0.26721390      0.83963505
0.250       4.0212386      0.25635152      0.84447284
0.250       4.1469023      0.23855451      0.86184528
0.250       4.2725660      0.21594452      0.85325489
0.250       4.3982297      0.20182460      0.86991754
0.250       4.5238934      0.18835295      0.88344552
0.250       4.6495571      0.17453790      0.88878103
0.250       4.7752208      0.16293597      0.89880942
0.250       4.9008845      0.15162543      0.90420252
0.250       5.0265482      0.14154544      0.91070081
0.250       5.1522120      0.13498889      0.93529679
0.250       5.2778757      0.12752579      0.94982971
0.250       5.4035394      0.12089640      0.96631469
0.250       5.5292031      0.11590844      0.99259695
0.250       5.6548668      0.10820880      0.99128829
0.250       5.7805305      0.10236460       1.0016665
0.250       5.9061942     0.098783214       1.0310425
0.250       6.0318579     0.094010821       1.0452048
0.250       6.1575216     0.090225065       1.0671250
0.250       6.2831853     0.085969437       1.0803238
0.250       6.4088490     0.082151327       1.0955317
0.250       6.5345127     0.078562953       1.1105233
0.250       6.6601764     0.074492271       1.1149071
0.250       6.7858401     0.071859614       1.1375383
0.250       6.9115038     0.069487245       1.1622325
0.250       7.0371675     0.067166572       1.1858155
0.250       7.1628313     0.065138935       1.2127326
0.250       7.2884950     0.063039226       1.2365017
0.250       7.4141587     0.061050068       1.2604976
0.250       7.5398224     0.059675091       1.2958260
0.250       7.6654861     0.056871768       1.2977352
0.250       7.7911498     0.055687081       1.3342259
0.250       7.9168135     0.054087577       1.3596246
0.250       8.0424772     0.052530423       1.3843652
0.250       8.2938046     0.048932679       1.4142645
0.250       8.5451320     0.047224964       1.4927883
0.250       8.7964594     0.045689509       1.5754712
0.250       9.0477868     0.042999353       1.6134639
0.250       9.2991143     0.040958183       1.6685364
0.250       9.5504417     0.040227599       1.7752713
0.250       9.8017691     0.037955316       1.8107407
0.250       10.053096     0.037134501       1.9113816
0.250       10.304424     0.036082614       2.0000433
0.250       10.555751     0.034218517       2.0389139
0.250       10.807079     0.033560581       2.1459751
0.250       11.058406     0.032341342       2.2156742
0.250       11.309734     0.031783729       2.3293365
0.250       11.561061     0.030358841       2.3765586
0.250       11.812388     0.030117098       2.5147600
0.250       12.063716     0.029793360       2.6499217
0.250       12.315043     0.028641802       2.7100570
0.250       12.566371     0.028056746       2.8205717
0.250       12.817698     0.027710219       2.9562443
0.250       13.069025     0.026895298       3.0414188
0.250       13.320353     0.026156909       3.1318710
0.250       13.571680     0.026080321       3.3028134
0.250       13.823008     0.025097748       3.3582472
0.250       14.074335     0.024977315       3.5277652
0.250       14.325663     0.024257689       3.6129657
0.250       14.576990     0.024132015       3.7867567
0.250       14.828317     0.023817631       3.9340914
0.250       15.079645     0.023415528       4.0676872
0.250       15.330972     0.022801027       4.1623036
0.250       15.582300     0.022626794       4.3369851
0.250       15.833627     0.022232604       4.4709706
0.250       16.084954     0.021936212       4.6247835
0.250       16.587609     0.021274699       4.9190933
0.250       17.090264     0.020747171       5.2465699
0.250       17.592919     0.019779796       5.4563946
0.250       18.095574     0.019713201       5.9175846
0.250       18.598229     0.019584673       6.3826543
0.250       19.100883     0.018934123       6.6846060
0.250       19.603538     0.018820841       7.1831127
0.250       20.106193     0.018480088       7.6096350
0.250       20.608848     0.017890479       7.9332906
0.250       21.111503     0.017611517       8.3950725
0.250       21.614157     0.017735083       9.0723212
0.250       22.116812     0.017110322       9.3776938
0.250       22.619467     0.016881496       9.8975632
0.250       23.122122     0.016507804       10.338145
0.250       23.624777     0.016616956       11.100048
0.250       24.127432     0.016081635       11.442838
0.250       24.630086     0.015804580       11.963301
0.250       25.132741     0.015488248       12.456388
0.250       25.635396     0.015312643       13.068944
0.250       26.138051     0.015594718       14.108063
0.250       26.640706     0.014978558       14.347540
0.250       27.143361     0.015146549       15.345279
0.250       27.646015     0.014629276       15.659963
0.250       28.148670     0.014426858       16.301054
0.250       28.651325     0.014460277       17.229831
0.250       29.153980     0.014199353       17.825115
0.250       29.656635     0.014083170       18.609567
0.250       30.159289     0.014035910       19.506267
0.250       30.661944     0.013892472       20.288450
0.250       31.164599     0.013684937       20.984455
0.250       31.667254     0.013525301       21.759475
0.250       32.169909     0.013513598       22.792436
0.250       33.175218     0.013066574       24.169818
0.250       34.180528     0.012867318       26.031224
0.250       35.185838     0.012515183       27.619204
0.250       36.191147     0.012538202       30.110127
0.250       37.196457     0.011990085       31.260596
0.250       38.201767     0.012163006       34.352752
0.250       39.207076     0.012037480       36.753544
0.250       40.212386     0.011507896       37.909295
0.250       41.217696     0.011371958       40.341926
0.250       42.223005     0.011433166       43.599768
0.250       43.228315     0.011258845       46.075392
0.250       44.233625     0.011088679       48.619182
0.250       45.238934     0.011042148       51.791788
0.250       46.244244     0.010731743       53.766726
0.250       47.249554     0.010683003       57.089563
0.250       48.254863     0.010572182       60.180825
0.250       49.260173     0.010378601       62.848783
0.250       50.265482     0.010061612       64.736228
0.250       51.270792     0.010035071       68.517390
0.250       52.276102    0.0099872578       72.281325
0.250       53.281411    0.0097968520       75.073034
0.250       54.286721    0.0098263110       79.641898
0.250       55.292031    0.0096281478       82.451893
0.250       56.297340    0.0095438559       86.269597
0.250       57.302650    0.0094692160       90.262717
0.250       58.307960    0.0092203995       92.598411
0.250       59.313269    0.0091629806       96.864048
0.250       60.318579    0.0091813970       102.07804
0.250       61.323889    0.0091172609       106.51817
0.250       62.329198    0.0089634837       109.95670
0.250       63.334508    0.0088735931       114.20654
0.250       64.339818    0.0088149048       118.93984
0.250       66.350437    0.0083863443       124.10072
0.250       68.361056    0.0082805841       134.01627
0.250       70.371675    0.0082377053       145.43542
0.250       72.382295    0.0080056512       153.80270
0.250       74.392914    0.0080493612       167.89060
0.250       76.403533    0.0075930456       171.56417
0.250       78.414153    0.0074680961       182.41625
0.250       80.424772    0.0072888707       192.08790
0.250       82.435391    0.0074106188       210.31287
0.250       84.446011    0.0071796201       219.03279
0.250       86.456630    0.0070064777       229.38494
0.250       88.467249    0.0070961757       248.90991
0.250       90.477868    0.0068904210       258.54914
0.250       92.488488    0.0069641546       279.12690
0.250       94.499107    0.0068202693       291.57809
0.250       96.509726    0.0065305147       297.39312
0.250       98.520346    0.0065877470       319.14273
0.250       100.53096    0.0063033696       324.44612
0.250       102.54158    0.0062857191       343.34071
0.250       104.55220    0.0062131918       359.73657
0.250       106.56282    0.0061148507       374.86359
0.250       108.57344    0.0060092638       389.63893
0.250       110.58406    0.0059053530       404.57005
0.250       112.59468    0.0058352212       421.96964
0.250       114.60530    0.0057631926       439.48848
0.250       116.61592    0.0056524314       454.12883
0.250       118.62654    0.0055873667       472.52306
0.250       120.63716    0.0056055359       498.57522
0.250       122.64778    0.0053720505       502.09904
0.250       124.65840    0.0053994686       529.89020
0.250       126.66902    0.0052717961       542.80026
0.250       128.67964    0.0053091707       573.09473
0.125     0.015707963       255.27211   5.0122563e-05
0.125     0.031415927       611.36827   0.00096033503
0.125     0.047123890       303.41433    0.0016085322
0.125     0.062831853       266.74661    0.0033520367
0.125     0.078539816       200.10675    0.0049113585
0.125     0.094247780       150.92907    0.0064011285
0.125      0.10995574       123.69959    0.0083309067
0.125      0.12566371       105.88515     0.010644737
0.125      0.14137167       84.082231     0.012035431
0.125      0.15707963       75.845024     0.014892136
0.125      0.17278760       68.140592     0.017807947
0.125      0.18849556       58.012498     0.019683177
0.125      0.20420352       54.124241     0.023348112
0.125      0.21991149       48.650840     0.026212252
0.125      0.23561945       43.791720     0.029019884
0.125      0.25132741       41.121345     0.033071748
0.125      0.26703538       36.630848     0.035336508
0.125      0.28274334       34.578235     0.039595900
0.125      0.29845130       32.162561     0.043315299
0.125      0.31415927       29.964024     0.047067379
0.125      0.32986723       28.090335     0.051079271
0.125      0.34557519       26.185015     0.054745794
0.125      0.36128316       24.879601     0.059436991
0.125      0.37699112       23.727671     0.064404874
0.125      0.39269908       22.306045     0.068434089
0.125      0.40840704       21.104033     0.072830853
0.125      0.42411501       20.314954     0.078512177
0.125      0.43982297       19.497812     0.084040739
0.125      0.45553093       17.967418     0.086041815
0.125      0.47123890       17.756676     0.094135909
0.125      0.48694686       16.498369     0.096506373
0.125      0.50265482       16.231197      0.10443123
0.125      0.51836279       15.544279      0.10968375
0.125      0.53407075       14.862602      0.11469949
0.125      0.54977871       13.999306      0.11785297
0.125      0.56548668       13.557703      0.12420054
0.125      0.58119464       13.570597      0.13496900
0.125      0.59690260       12.803364      0.13794462
0.125      0.61261057       12.678270      0.14766709
0.125      0.62831853       12.228311      0.15366548
0.125      0.64402649       11.733612      0.15878636
0.125      0.65973446       11.553508      0.16807056
0.125      0.67544242       11.169733      0.17437252
0.125      0.69115038       10.817535      0.18093236
0.125      0.70685835       10.433928      0.18668751
0.125      0.72256631       10.038893      0.19186210
0.125      0.73827427       9.6539889      0.19680234
0.125      0.75398224       9.5188585      0.20669905
0.125      0.76969020       9.1541865      0.21146470
0.125      0.78539816       8.9696448      0.22014820
0.125      0.80110613       8.7390490      0.22761695
0.125      0.81681409       8.5362649      0.23567190
0.125      0.83252205       8.3430379      0.24388310
0.125      0.84823002       8.1274548      0.25128452
0.125      0.86393798       7.8454823      0.25629351
0.125      0.87964594       7.5840625      0.26151456
0.125      0.89535391       7.4653300      0.27145851
0.125      0.91106187       7.2989649      0.27962445
0.125      0.92676983       7.1322859      0.28761708
0.125      0.94247780       6.9026367      0.29275118
0.125      0.95818576       6.7392220      0.30035105
0.125      0.97389372       6.6329976      0.31039506
0.125      0.98960169       6.4696335      0.31763709
0.125       1.0053096       6.2608492      0.32225752
0.125       1.0367256       6.0146187      0.33952347
0.125       1.0681415       5.7363909      0.35415662
0.125       1.0995574       5.6102788      0.37784045
0.125       1.1309734       5.2079968      0.38167885
0.125       1.1623893       5.0334140      0.40048634
0.125       1.1938052       4.8005251      0.41377039
0.125       1.2252211       4.6375960      0.43212224
0.125       1.2566371       4.4144475      0.44378867
0.125       1.2880530       4.1801549      0.45254713
0.125       1.3194689       4.0514226      0.47149305
0.125       1.3508848       3.9443714      0.49260980
0.125       1.3823008       3.7727436      0.50481842
0.125       1.4137167       3.6844797      0.52739205
0.125       1.4451326       3.4845715      0.53277367
0.125       1.4765485       3.3610772      0.54814056
0.125       1.5079645       3.2320524      0.56146409
0.125       1.5393804       3.0691575      0.56718834
0.125       1.5707963       2.9966966      0.58839999
0.125       1.6022123       2.8683948      0.59768085
0.125       1.6336282       2.7500937      0.60740364
0.125       1.6650441       2.6918027      0.62949272
0.125       1.6964600       2.6015260      0.64347151
0.125       1.7278760       2.4893968      0.65058204
0.125       1.7592919       2.4109627      0.66508085
0.125       1.7907078       2.3559996      0.68536143
0.125       1.8221237       2.2651825      0.69423588
0.125       1.8535397       2.1786745      0.70285910
0.125       1.8849556       2.0953284      0.71092816
0.125       1.9163715       2.0212481      0.72065764
0.125       1.9477874       1.9219870      0.71952416
0.125       1.9792034       1.8733821      0.73581375
0.125       2.0106193       1.8348140      0.75553022
0.125       2.0734512       1.7157923      0.77484779
0.125       2.1362830       1.6050413      0.79274377
0.125       2.1991149       1.4830662      0.79905104
0.125       2.2619467       1.3825498      0.81058426
0.125       2.3247786       1.3012270      0.82826272
0.125       2.3876104       1.2366539      0.85272470
0.125       2.4504423       1.1681123      0.87073954
0.125       2.5132741       1.0915057      0.87784095
0.125       2.5761060       1.0193602      0.88285448
0.125       2.6389378      0.98225558      0.91449691
0.125       2.7017697      0.91614426      0.91533295
0.125       2.7646015      0.85926743      0.91980601
0.125       2.8274334      0.81029088      0.92787261
0.125       2.8902652      0.76896977      0.94057326
0.125       2.9530971      0.72134542      0.94112371
0.125       3.0159289      0.69092351      0.96020408
0.125       3.0787608      0.65492248      0.96825110
0.125       3.1415927      0.61848983      0.97152155
0.125       3.2044245      0.58915711      0.98209050
0.125       3.2672564      0.56248461      0.99387219
0.125       3.3300882      0.53872355       1.0078675
0.125       3.3929201      0.50556566       1.0003885
0.125       3.4557519      0.48420430       1.0123404
0.125       3.5185838      0.46591047       1.0281972
0.125       3.5814156      0.43870900       1.0209653
0.125       3.6442475      0.42000797       1.0297964
0.125       3.7070793      0.39922393       1.0303445
0.125       3.7699112      0.38312371       1.0399265
0.125       3.8327430      0.36196663       1.0324473
0.125       3.8955749      0.35409280       1.0604789
0.125       3.9584067      0.33478185       1.0519459
0.125       4.0212386      0.32143463       1.0588695
0.125       4.1469023      0.29230142       1.0560211
0.125       4.2725660      0.26925498       1.0638989
0.125       4.3982297      0.25233079       1.0876126
0.125       4.5238934      0.22845776       1.0715520
0.125       4.6495571      0.21957205       1.1181037
0.125       4.7752208      0.20210208       1.1148628
0.125       4.9008845      0.19156776       1.1423945
0.125       5.0265482      0.17662022       1.1363713
0.125       5.1522120      0.16725651       1.1588693
0.125       5.2778757      0.15910765       1.1850558
0.125       5.4035394      0.14778431       1.1812275
0.125       5.5292031      0.13934832       1.1933275
0.125       5.6548668      0.13256154       1.2143810
0.125       5.7805305      0.12676319       1.2404135
0.125       5.9061942      0.12062918       1.2590582
0.125       6.0318579      0.11375593       1.2647293
0.125       6.1575216      0.10860034       1.2844561
0.125       6.2831853      0.10391513       1.3058360
0.125       6.4088490     0.098838593       1.3180653
0.125       6.5345127     0.095302920       1.3471504
0.125       6.6601764     0.090792385       1.3588668
0.125       6.7858401     0.087696339       1.3882337
0.125       6.9115038     0.083963103       1.4043534
0.125       7.0371675     0.081665120       1.4417851
0.125       7.1628313     0.078015851       1.4524703
0.125       7.2884950     0.074747242       1.4661520
0.125       7.4141587     0.072623870       1.4994613
0.125       7.5398224     0.070968212       1.5410526
0.125       7.6654861     0.069202987       1.5791166
0.125       7.7911498     0.066347944       1.5896532
0.125       7.9168135     0.065080785       1.6359660
0.125       8.0424772     0.062548090       1.6483667
0.125       8.2938046     0.058773272       1.6986798
0.125       8.5451320     0.056138059       1.7745326
0.125       8.7964594     0.052467005       1.8091736
0.125       9.0477868     0.049913929       1.8729194
0.125       9.2991143     0.048770180       1.9867781
0.125       9.5504417     0.045526643       2.0091217
0.125       9.8017691     0.044374241       2.1169695
0.125       10.053096     0.043070966       2.2169425
0.125       10.304424     0.041214018       2.2844748
0.125       10.555751     0.039801010       2.3715474
0.125       10.807079     0.038445690       2.4583452
0.125       11.058406     0.037694019       2.5823810
0.125       11.309734     0.036543415       2.6781600
0.125       11.561061     0.035407723       2.7717965
0.125       11.812388     0.034089594       2.8464610
0.125       12.063716     0.033983040       3.0225659
0.125       12.315043     0.032640141       3.0883756
0.125       12.566371     0.032400230       3.2572264
0.125       12.817698     0.031443379       3.3545138
0.125       13.069025     0.030942356       3.4990750
0.125       13.320353     0.030010438       3.5932695
0.125       13.571680     0.029564474       3.7440469
0.125       13.823008     0.028590581       3.8256117
0.125       14.074335     0.028367013       4.0065220
0.125       14.325663     0.027752674       4.1335123
0.125       14.576990     0.027203806       4.2687772
0.125       14.828317     0.026898712       4.4430106
0.125       15.079645     0.026173035       4.5467144
0.125       15.330972     0.025825586       4.7144337
0.125       15.582300     0.025597901       4.9064712
0.125       15.833627     0.025158148       5.0592968
0.125       16.084954     0.024483798       5.1618877
0.125       16.587609     0.024435086       5.6498318
0.125       17.090264     0.023020008       5.8213276
0.125       17.592919     0.022864424       6.3073107
0.125       18.095574     0.022495131       6.7526751
0.125       18.598229     0.021599322       7.0392294
0.125       19.100883     0.021181112       7.4778951
0.125       19.603538     0.020982828       8.0082509
0.125       20.106193     0.020351920       8.3804083
0.125       20.608848     0.020271018       8.9889084
0.125       21.111503     0.019802481       9.4394632
0.125       21.614157     0.019200893       9.8221513
0.125       22.116812     0.019038580       10.434518
0.125       22.619467     0.018524055       10.860591
0.125       23.122122     0.018291848       11.455417
0.125       23.624777     0.018115365       12.100979
0.125       24.127432     0.017711456       12.602532
0.125       24.630086     0.017226505       13.039629
0.125       25.132741     0.017258589       13.880181
0.125       25.635396     0.017100334       14.594693
0.125       26.138051     0.016746224       15.149795
0.125       26.640706     0.016493419       15.798583
0.125       27.143361     0.016631630       16.849845
0.125       27.646015     0.016150308       17.288157
0.125       28.148670     0.015947147       18.018843
0.125       28.651325     0.015539998       18.516348
0.125       29.153980     0.015583283       19.562429
0.125       29.656635     0.015496618       20.477305
0.125       30.159289     0.015190659       21.111067
0.125       30.661944     0.015164351       22.145891
0.125       31.164599     0.014931787       22.896372
0.125       31.667254     0.014702555       23.653438
0.125       32.169909     0.014793282       24.950788
0.125       33.175218     0.014601465       27.008972
0.125       34.180528     0.013885980       28.092029
0.125       35.185838     0.013819495       30.497632
0.125       36.191147     0.013491611       32.399709
0.125       37.196457     0.013302892       34.683351
0.125       38.201767     0.013133721       37.094404
0.125       39.207076     0.012999780       39.691695
0.125       40.212386     0.013032896       42.932949
0.125       41.217696     0.012486342       44.295193
0.125       42.223005     0.012503188       47.680242
0.125       43.228315     0.012497920       51.146147
0.125       44.233625     0.011966169       52.466608
0.125       45.238934     0.011841280       55.540018
0.125       46.244244     0.011691565       58.575491
0.125       47.249554     0.011502142       61.467014
0.125       48.254863     0.011196993       63.737487
0.125       49.260173     0.011139772       67.458141
0.125       50.265482     0.010943654       70.411272
0.125       51.270792     0.010749964       73.398526
0.125       52.276102     0.010747005       77.779882
0.125       53.281411     0.010777738       82.589541
0.125       54.286721     0.010412697       84.394531
0.125       55.292031     0.010428072       89.302149
0.125       56.297340     0.010121514       91.491214
0.125       57.302650     0.010216658       97.387507
0.125       58.307960     0.010027963       100.70859
0.125       59.313269    0.0099845849       105.54942
0.125       60.318579    0.0099567431       110.69828
0.125       61.323889    0.0097975265       114.46580
0.125       62.329198    0.0097404750       119.48820
0.125       63.334508    0.0095181560       122.50231
0.125       64.339818    0.0095661663       129.07664
0.125       66.350437    0.0091776048       135.80976
0.125       68.361056    0.0088907491       143.89142
0.125       70.371675    0.0088434436       156.12963
0.125       72.382295    0.0087238906       167.60135
0.125       74.392914    0.0086535984       180.49356
0.125       76.403533    0.0082956250       187.43889
0.125       78.414153    0.0083751823       204.57280
0.125       80.424772    0.0081571100       214.96913
0.125       82.435391    0.0079909232       226.78187
0.125       84.446011    0.0079065784       241.21053
0.125       86.456630    0.0076948637       251.92200
0.125       88.467249    0.0075397876       264.47032
0.125       90.477868    0.0074338839       278.94149
0.125       92.488488    0.0073505615       294.61429
0.125       94.499107    0.0073135855       312.66820
0.125       96.509726    0.0071193969       324.21023
0.125       98.520346    0.0070734857       342.67429
0.125       100.53096    0.0067626171       348.08444
0.125       102.54158    0.0067821243       370.45552
0.125       104.55220    0.0067521333       390.94066
0.125       106.56282    0.0066755077       409.23400
0.125       108.57344    0.0064903199       420.83047
0.125       110.58406    0.0063954482       438.14600
0.125       112.59468    0.0061941867       447.92796
0.125       114.60530    0.0060816863       463.77612
0.125       116.61592    0.0062715971       503.87398
0.125       118.62654    0.0060822657       514.37662
0.125       120.63716    0.0060422264       537.41594
0.125       122.64778    0.0059301810       554.26474
0.125       124.65840    0.0058273397       571.88039
0.125       126.66902    0.0056769339       584.51449
0.125       128.67964    0.0057018681       615.48417
0.125       132.70087    0.0054275195       642.52940
0.125       136.72211    0.0053643405       694.54897
0.125       140.74335    0.0052244563       737.89577
0.125       144.76459    0.0051539819       792.13677
0.125       148.78583    0.0050327747       839.77404
0.125       152.80707    0.0048666800       879.69752
0.125       156.82831    0.0047097746       920.33033
0.125       160.84954    0.0046444270       979.17858
0.125       164.87078    0.0045637291       1036.1466
0.125       168.89202    0.0044593093       1088.3417
0.125       172.91326    0.0043936625       1150.7523
0.125       176.93450    0.0042118346       1181.8956
0.125       180.95574    0.0040644673       1220.0875
0.125       184.97698    0.0040478307       1297.9131
0.125       188.99821    0.0039764730       1360.0078
0.125       193.01945    0.0039320094       1432.4783
0.125       197.04069    0.0036931801       1431.3258
0.125       201.06193    0.0036567072       1505.7400
0.125       205.08317    0.0035820969       1565.3002
0.125       209.10441    0.0034752176       1609.6884
0.125       213.12565    0.0034790190       1706.2167
0.125       217.14688    0.0034276471       1777.9812
0.125       221.16812    0.0033325632       1826.4856
0.125       225.18936    0.0032359179       1872.0238
0.125       229.21060    0.0032148361       1961.2510
0.125       233.23184    0.0030555317       1963.9054
0.125       237.25308    0.0029855224       2019.8827
0.125       241.27432    0.0029602572       2106.3619
0.125       245.29555    0.0028965619       2165.8187
0.125       249.31679    0.0028561367       2242.3523
0.125       253.33803    0.0027701374       2281.7746
0.125       257.35927    0.0027186093       2347.6671
0.125       265.40175    0.0025479197       2413.0556
0.125       273.44422    0.0025459356       2637.0839
0.125       281.48670    0.0024298481       2745.5100
0.125       289.52918    0.0023162528       2847.9557
0.125       297.57166    0.0022054989       2944.0948
0.125       305.61413    0.0020754756       3001.2917
0.125       313.65661    0.0020174542       3153.8227
0.125       321.69909    0.0019536367       3295.0616
0.125       329.74156    0.0018948065       3441.5668
0.125       337.78404    0.0018078968       3529.8908
0.125       345.82652    0.0017813872       3732.5314
0.125       353.86900    0.0017025042       3821.9586
0.125       361.91147    0.0016093260       3864.7495
0.125       369.95395    0.0016142408       4140.7746
0.125       377.99643    0.0015640770       4279.4848
0.125       386.03891    0.0015144420       4413.8355
0.125       394.08138    0.0014077532       4364.7014
0.125       402.12386    0.0013141696       4329.1356
0.125       410.16634    0.0012561153       4391.1657
0.125       418.20881    0.0012994208       4815.0368
0.125       426.25129    0.0012508472       4907.6279
0.125       434.29377    0.0011661596       4839.2611
0.125       442.33625    0.0011160754       4893.5199
0.125       450.37872    0.0010486405       4853.2257
0.125       458.42120    0.0010255720       5005.3044
0.125       466.46368   0.00099676703       5125.2779
0.125       474.50615   0.00097123671       5256.7932
0.125       482.54863   0.00088414641       5032.8931
0.125       490.59111   0.00090280981       5400.3953
0.125       498.63359   0.00087687378       5507.4673
0.125       506.67606   0.00082367762       5427.7357
0.125       514.71854   0.00082495560       5699.1524
0.000     0.015707963       288.65343   5.6676968e-05
0.000     0.031415927       691.46846    0.0010861561
0.000     0.047123890       342.52925    0.0018158974
0.000     0.062831853       301.89598    0.0037937368
0.000     0.078539816       226.81683    0.0055669226
0.000     0.094247780       171.19766    0.0072607496
0.000      0.10995574       140.54662    0.0094655184
0.000      0.12566371       119.65407     0.012028939
0.000      0.14137167       95.993728     0.013740428
0.000      0.15707963       87.026771     0.017087666
0.000      0.17278760       78.301627     0.020463444
0.000      0.18849556       66.322107     0.022502561
0.000      0.20420352       62.442892     0.026936611
0.000      0.21991149       55.906670     0.030121571
0.000      0.23561945       50.658317     0.033570238
0.000      0.25132741       47.526376     0.038222979
0.000      0.26703538       42.651743     0.041144656
0.000      0.28274334       40.218949     0.046055141
0.000      0.29845130       37.748672     0.050838459
0.000      0.31415927       35.007524     0.054989691
0.000      0.32986723       32.926700     0.059873684
0.000      0.34557519       31.008930     0.064831297
0.000      0.36128316       29.365506     0.070153749
0.000      0.37699112       28.113572     0.076309681
0.000      0.39269908       26.462513     0.081185973
0.000      0.40840704       25.134939     0.086741668
0.000      0.42411501       24.259769     0.093757893
0.000      0.43982297       23.375496      0.10075459
0.000      0.45553093       21.587852      0.10337923
0.000      0.47123890       21.339397      0.11312948
0.000      0.48694686       19.859355      0.11616629
0.000      0.50265482       19.568463      0.12590314
0.000      0.51836279       18.783363      0.13253942
0.000      0.53407075       18.024597      0.13910163
0.000      0.54977871       16.946917      0.14266739
0.000      0.56548668       16.384351      0.15009514
0.000      0.58119464       16.410645      0.16321524
0.000      0.59690260       15.457744      0.16654316
0.000      0.61261057       15.323800      0.17848026
0.000      0.62831853       14.862425      0.18676675
0.000      0.64402649       14.289530      0.19337459
0.000      0.65973446       14.139785      0.20569350
0.000      0.67544242       13.642289      0.21297200
0.000      0.69115038       13.230428      0.22129001
0.000      0.70685835       12.744468      0.22802850
0.000      0.72256631       12.279112      0.23467690
0.000      0.73827427       11.879608      0.24217292
0.000      0.75398224       11.730469      0.25472347
0.000      0.76969020       11.238658      0.25961667
0.000      0.78539816       10.951004      0.26877808
0.000      0.80110613       10.689894      0.27842859
0.000      0.81681409       10.527926      0.29065830
0.000      0.83252205       10.297712      0.30102200
0.000      0.84823002       9.9669882      0.30815918
0.000      0.86393798       9.6691653      0.31586895
0.000      0.87964594       9.3641790      0.32289675
0.000      0.89535391       9.2491704      0.33632352
0.000      0.91106187       8.9971587      0.34468251
0.000      0.92676983       8.8264214      0.35593491
0.000      0.94247780       8.4936521      0.36022853
0.000      0.95818576       8.3365191      0.37153877
0.000      0.97389372       8.2287590      0.38506966
0.000      0.98960169       8.0427804      0.39487328
0.000       1.0053096       7.7676439      0.39981503
0.000       1.0367256       7.5070770      0.42377230
0.000       1.0681415       7.1604636      0.44207685
0.000       1.0995574       6.9407093      0.46744214
0.000       1.1309734       6.4548369      0.47305611
0.000       1.1623893       6.1964099      0.49302074
