# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
0.125      0.78539816       388.62654       9.5383304
0.125      0.80110613       381.11461       9.9264970
0.125      0.81681409       374.70686       10.345025
0.125      0.83252205       369.05608       10.788222
0.125      0.84823002       361.79066       11.185838
0.125      0.86393798       351.29056       11.475839
0.125      0.87964594       342.29974       11.803221
0.125      0.89535391       338.31623       12.302044
0.125      0.91106187       333.92185       12.792597
0.125      0.92676983       328.51406       13.247682
0.125      0.94247780       319.78350       13.562498
0.125      0.95818576       314.10160       13.998759
0.125      0.97389372       311.28429       14.566733
0.125      0.98960169       305.34460       14.991386
0.125       1.0053096       298.28135       15.353094
0.125       1.0367256       289.29754       16.330762
0.125       1.0681415       280.54554       17.320483
0.125       1.0995574       276.93887       18.651249
0.125       1.1309734       262.19954       19.215837
0.125       1.1623893       256.42071       20.402254
0.125       1.1938052       247.16733       21.304028
0.125       1.2252211       242.13676       22.561835
0.125       1.2566371       233.45098       23.469053
0.125       1.2880530       224.52756       24.307545
0.125       1.3194689       220.07967       25.612247
0.125       1.3508848       217.34275       27.143784
0.125       1.3823008       210.05822       28.107200
0.125       1.4137167       207.78693       29.742374
0.125       1.4451326       198.69578       30.379598
0.125       1.4765485       193.89940       31.622043
0.125       1.5079645       188.76458       32.791712
0.125       1.5393804       181.82306       33.601377
0.125       1.5707963       179.73171       35.290238
0.125       1.6022123       173.68370       36.190074
0.125       1.6336282       168.71658       37.263846
0.125       1.6650441       166.97838       39.048804
0.125       1.6964600       162.91663       40.296431
0.125       1.7278760       157.35871       41.124319
0.125       1.7592919       154.79678       42.701769
0.125       1.7907078       152.51170       44.365727
0.125       1.8221237       147.92253       45.335476
0.125       1.8535397       144.45067       46.601026
0.125       1.8849556       140.35317       47.620708
0.125       1.9163715       137.15291       48.900623
0.125       1.9477874       131.89580       49.377136
0.125       1.9792034       129.87722       51.012252
0.125       2.0106193       128.54427       52.931297
0.125       2.0734512       123.41147       55.732329
0.125       2.1362830       117.37536       57.972701
0.125       2.1991149       111.05246       59.833194
0.125       2.2619467       105.34582       61.763895
0.125       2.3247786       101.20639       64.420336
0.125       2.3876104       97.504863       67.233688
0.125       2.4504423       94.479988       70.427701
0.125       2.5132741       90.451099       72.745090
0.125       2.5761060       85.964168       74.452433
0.125       2.6389378       83.477097       77.718618
0.125       2.7017697       79.916372       79.845600
0.125       2.7646015       76.208831       81.578026
0.125       2.8274334       72.798796       83.362667
0.125       2.8902652       71.089671       86.954060
0.125       2.9530971       67.794013       88.449378
0.125       3.0159289       65.673148       91.268605
0.125       3.0787608       63.596141       94.021867
0.125       3.1415927       61.256137       96.220915
0.125       3.2044245       59.084628       98.490627
0.125       3.2672564       57.465968       101.53847
0.125       3.3300882       56.167522       105.08065
0.125       3.3929201       53.514288       105.89145
0.125       3.4557519       51.721354       108.13538
0.125       3.5185838       50.688149       111.86143
0.125       3.5814156       48.723566       113.38967
0.125       3.6442475       47.104239       115.49251
0.125       3.7070793       45.700074       117.94589
0.125       3.7699112       44.588944       121.02938
0.125       3.8327430       42.614999       121.55193
0.125       3.8955749       42.145308       126.22174
0.125       3.9584067       40.710313       127.91926
0.125       4.0212386       39.362087       129.66654
0.125       4.1469023       37.159983       134.25089
0.125       4.2725660       34.766854       137.37319
0.125       4.3982297       32.914700       141.87109
0.125       4.5238934       30.814011       144.52920
0.125       4.6495571       30.522860       155.42835
0.125       4.7752208       28.299840       156.11140
0.125       4.9008845       27.289926       162.74065
0.125       5.0265482       25.393333       163.38024
0.125       5.1522120       24.550107       170.10019
0.125       5.2778757       23.715580       176.63691
0.125       5.4035394       22.465693       179.56639
0.125       5.5292031       21.512517       184.22523
0.125       5.6548668       20.525579       188.03245
0.125       5.7805305       19.884689       194.57728
0.125       5.9061942       19.209383       200.49652
0.125       6.0318579       18.253685       202.94302
0.125       6.1575216       17.398374       205.77696
0.125       6.2831853       16.891027       212.25891
0.125       6.4088490       16.374359       218.36080
0.125       6.5345127       15.688553       221.76489
0.125       6.6601764       15.035177       225.02771
0.125       6.7858401       14.522750       229.89524
0.125       6.9115038       13.974573       233.73646
0.125       7.0371675       13.447049       237.40558
0.125       7.1628313       13.109537       244.06853
0.125       7.2884950       12.619553       247.52997
0.125       7.4141587       12.102890       249.88775
0.125       7.5398224       11.886177       258.10463
0.125       7.6654861       11.567504       263.95446
0.125       7.7911498       11.172080       267.67570
0.125       7.9168135       10.904380       274.10849
0.125       8.0424772       10.474687       276.04559
0.125       8.2938046       9.9198200       286.70512
0.125       8.5451320       9.3774987       296.42416
0.125       8.7964594       8.7318735       301.09352
0.125       9.0477868       8.2170951       308.32991
0.125       9.2991143       7.9578046       324.18154
0.125       9.5504417       7.3499563       324.35858
0.125       9.8017691       7.1058456       338.99979
0.125       10.053096       6.7211000       345.94748
0.125       10.304424       6.4217086       355.95246
0.125       10.555751       6.2050007       369.72562
0.125       10.807079       5.7891089       370.17486
0.125       11.058406       5.5515275       380.32980
0.125       11.309734       5.4119721       396.62760
0.125       11.561061       5.1429955       402.60529
0.125       11.812388       4.8704978       406.68370
0.125       12.063716       4.7335900       421.02142
0.125       12.315043       4.5662686       432.05549
0.125       12.566371       4.3507957       437.38969
0.125       12.817698       4.2398136       452.32139
0.125       13.069025       4.0799485       461.37552
0.125       13.320353       3.9677713       475.07708
0.125       13.571680       3.7842666       479.23976
0.125       13.823008       3.6097243       483.00535
0.125       14.074335       3.5488587       501.23643
0.125       14.325663       3.3755146       502.75268
0.125       14.576990       3.2912455       516.45692
0.125       14.828317       3.1818158       525.55831
0.125       15.079645       3.0782031       534.73777
0.125       15.330972       2.9866061       545.20181
0.125       15.582300       2.8588387       547.96719
0.125       15.833627       2.8161220       566.32137
0.125       16.084954       2.6846255       565.99614
0.125       16.587609       2.5207164       582.83501
0.125       17.090264       2.4575427       621.46640
0.125       17.592919       2.2133377       610.56463
0.125       18.095574       2.1917745       657.93531
0.125       18.598229       2.0318500       662.18089
0.125       19.100883       1.9259848       679.96018
0.125       19.603538       1.8500438       706.08286
0.125       20.106193       1.7652936       726.90347
0.125       20.608848       1.6946114       751.45248
0.125       21.111503       1.6167251       770.66186
