# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
1.250       144.76459     0.022212847       3413.9843
1.250       148.78583     0.026315243       4390.9889
1.250       152.80707     0.028644827       5177.8180
1.250       156.82831     0.026592423       5196.3874
1.250       160.84954     0.026295059       5543.7535
1.250       164.87078     0.024252080       5506.1793
1.250       168.89202     0.021212513       5177.1385
1.250       172.91326     0.020443576       5354.4148
1.250       176.93450     0.024575487       6896.2017
1.250       180.95574     0.020281810       6088.2719
1.250       184.97698     0.024528312       7864.8589
1.250       188.99821     0.020821267       7121.1562
1.250       193.01945     0.018321362       6674.6923
1.250       197.04069     0.019288519       7475.4425
1.250       201.06193     0.017431220       7177.7377
1.250       205.08317     0.019233106       8404.4584
1.250       209.10441     0.019403569       8987.5524
1.250       213.12565     0.016303417       7995.6913
1.250       217.14688     0.020152474       10453.445
1.250       221.16812     0.018046330       9890.6939
1.250       225.18936     0.017787761       10290.468
1.250       229.21060     0.021240068       12957.769
1.250       233.23184     0.016354884       10511.900
1.250       237.25308     0.015166509       10261.041
1.250       241.27432     0.014060528       10004.725
1.250       245.29555     0.015852153       11852.980
1.250       249.31679     0.017361623       13630.606
1.250       253.33803     0.017355333       14295.665
1.250       257.35927     0.018324606       15824.294
1.250       265.40175     0.014754930       13973.936
1.250       273.44422     0.015732885       16296.146
1.250       281.48670     0.013585797       15350.730
1.250       289.52918     0.010559979       12984.055
1.250       297.57166     0.011950519       15952.608
1.250       305.61413     0.013385983       19357.124
1.250       313.65661     0.011775066       18407.590
1.250       321.69909    0.0099103127       16715.028
1.250       329.74156     0.013136662       23860.325
1.250       337.78404     0.013035791       25452.183
1.250       345.82652     0.011834844       24797.487
1.250       353.86900     0.013399608       30080.835
1.250       361.91147     0.014252037       34225.851
1.250       369.95395     0.012316294       31593.179
1.250       377.99643     0.010038289       27465.850
1.250       386.03891     0.011433164       33321.911
1.250       394.08138     0.011094465       34398.095
1.250       402.12386    0.0089870250       29605.046
1.250       410.16634    0.0097033902       33921.402
1.250       418.20881    0.0099967380       37043.167
1.250       426.25129    0.0075711890       29705.131
1.250       434.29377    0.0086068679       35716.278
1.250       442.33625    0.0090305906       39595.333
1.250       450.37872    0.0081122426       37544.367
1.250       458.42120    0.0070430268       34373.494
1.250       466.46368    0.0078135423       40176.465
1.250       474.50615    0.0072988013       39504.571
1.250       482.54863    0.0098897017       56295.894
1.250       490.59111    0.0095324090       57020.621
1.250       498.63359    0.0092929499       58367.143
1.250       506.67606    0.0095947610       63225.982
1.250       514.71854     0.010699358       73915.819
1.000     0.015707963       3956.2618   0.00077681019
1.000     0.031415927       9407.3088     0.014776966
1.000     0.047123890       4724.7286     0.025047854
1.000     0.062831853       4077.9149     0.051244589
1.000     0.078539816       3032.7774     0.074435557
1.000     0.094247780       2285.7245     0.096941006
1.000      0.10995574       1866.1136      0.12567882
1.000      0.12566371       1648.9440      0.16576993
1.000      0.14137167       1234.5442      0.17671120
1.000      0.15707963       1087.6662      0.21356276
1.000      0.17278760       965.76858      0.25239516
1.000      0.18849556       858.67222      0.29134062
1.000      0.20420352       764.50179      0.32979074
1.000      0.21991149       692.06190      0.37287129
1.000      0.23561945       610.47157      0.40454712
1.000      0.25132741       573.55561      0.46128079
1.000      0.26703538       499.09984      0.48146429
1.000      0.28274334       467.72407      0.53559575
1.000      0.29845130       420.57601      0.56641558
1.000      0.31415927       390.94226      0.61409067
1.000      0.32986723       362.39962      0.65898497
1.000      0.34557519       324.20067      0.67781604
1.000      0.36128316       315.43912      0.75357928
1.000      0.37699112       295.77711      0.80283847
1.000      0.39269908       271.82589      0.83395138
1.000      0.40840704       262.33164      0.90531685
1.000      0.42411501       245.22632      0.94773794
1.000      0.43982297       229.17205      0.98779229
1.000      0.45553093       219.64243       1.0518169
1.000      0.47123890       211.31574       1.1202772
1.000      0.48694686       196.68494       1.1504986
1.000      0.50265482       190.80260       1.2276205
1.000      0.51836279       182.33565       1.2865993
1.000      0.53407075       174.65523       1.3478707
1.000      0.54977871       170.24689       1.4332211
1.000      0.56548668       161.57765       1.4801942
1.000      0.58119464       158.97855       1.5811519
1.000      0.59690260       150.22303       1.6185168
1.000      0.61261057       147.22899       1.7148141
1.000      0.62831853       141.49078       1.7780256
1.000      0.64402649       136.05451       1.8411721
1.000      0.65973446       130.81587       1.9029974
1.000      0.67544242       128.09513       1.9997140
1.000      0.69115038       124.86641       2.0884955
1.000      0.70685835       119.42186       2.1367380
1.000      0.72256631       116.72644       2.2308616
1.000      0.73827427       112.63012       2.2960324
1.000      0.75398224       110.15897       2.3920677
1.000      0.76969020       107.67460       2.4873184
1.000      0.78539816       105.20430       2.5821020
1.000      0.80110613       102.18625       2.6615392
1.000      0.81681409       99.488274       2.7467037
1.000      0.83252205       96.667026       2.8257638
1.000      0.84823002       95.421319       2.9502348
1.000      0.86393798       91.756892       2.9974825
1.000      0.87964594       89.549825       3.0878679
1.000      0.89535391       87.837770       3.1940062
1.000      0.91106187       86.581539       3.3169519
1.000      0.92676983       84.521562       3.4084226
1.000      0.94247780       83.079953       3.5235455
1.000      0.95818576       81.218473       3.6197137
1.000      0.97389372       80.135948       3.7500092
1.000      0.98960169       78.255505       3.8420803
1.000       1.0053096       76.356774       3.9302248
1.000       1.0367256       73.828349       4.1675887
1.000       1.0681415       70.922429       4.3786500
1.000       1.0995574       67.859817       4.5702157
1.000       1.1309734       67.494467       4.9464720
1.000       1.1623893       63.825967       5.0783479
1.000       1.1938052       61.184861       5.2736906
1.000       1.2252211       59.773171       5.5695485
1.000       1.2566371       57.558214       5.7863828
1.000       1.2880530       56.199511       6.0842070
1.000       1.3194689       53.857589       6.2677932
1.000       1.3508848       54.084674       6.7545972
1.000       1.3823008       51.792947       6.9302441
1.000       1.4137167       50.331596       7.2044050
1.000       1.4451326       49.394180       7.5521246
1.000       1.4765485       48.138959       7.8507318
1.000       1.5079645       46.266065       8.0372256
1.000       1.5393804       45.445043       8.3983628
1.000       1.5707963       44.007662       8.6408841
1.000       1.6022123       43.565644       9.0776732
1.000       1.6336282       41.727343       9.2161735
1.000       1.6650441       41.366050       9.6736761
1.000       1.6964600       40.296525       9.9670985
1.000       1.7278760       39.219467       10.249664
1.000       1.7592919       38.135548       10.519957
1.000       1.7907078       37.287030       10.846815
1.000       1.8221237       36.286552       11.121146
1.000       1.8535397       35.285407       11.383375
1.000       1.8849556       34.878250       11.833911
1.000       1.9163715       34.305459       12.231300
1.000       1.9477874       33.572054       12.568194
1.000       1.9792034       33.150587       13.020652
1.000       2.0106193       32.578673       13.415077
1.000       2.0734512       30.494898       13.771425
1.000       2.1362830       29.865854       14.751003
1.000       2.1991149       28.430343       15.317789
1.000       2.2619467       27.613656       16.189792
1.000       2.3247786       26.604636       16.934499
1.000       2.3876104       25.471220       17.563473
1.000       2.4504423       24.399718       18.188148
1.000       2.5132741       24.188422       19.453483
1.000       2.5761060       22.714984       19.673148
1.000       2.6389378       22.031359       20.511576
1.000       2.7017697       21.644950       21.625782
1.000       2.7646015       20.882233       22.353464
1.000       2.8274334       19.964928       22.862049
1.000       2.8902652       19.149375       23.422754
1.000       2.9530971       19.101362       24.921132
1.000       3.0159289       18.347037       25.497612
1.000       3.0787608       17.468760       25.826181
1.000       3.1415927       17.050135       26.782289
1.000       3.2044245       16.265565       27.113747
1.000       3.2672564       15.922548       28.134063
1.000       3.3300882       15.286530       28.598707
1.000       3.3929201       15.032446       29.745467
1.000       3.4557519       14.606790       30.538853
1.000       3.5185838       14.314479       31.589991
1.000       3.5814156       13.773621       32.054023
1.000       3.6442475       13.464030       33.011778
1.000       3.7070793       12.871030       33.218438
1.000       3.7699112       12.637797       34.303228
1.000       3.8327430       12.433013       35.463022
1.000       3.8955749       11.969222       35.846837
1.000       3.9584067       11.860256       37.267099
1.000       4.0212386       11.330629       37.325344
1.000       4.1469023       10.674839       38.565858
1.000       4.2725660       10.109407       39.944988
1.000       4.3982297       9.6171947       41.452659
1.000       4.5238934       9.0477567       42.437351
1.000       4.6495571       8.7401502       44.506549
1.000       4.7752208       8.3087191       45.833679
1.000       4.9008845       8.0032483       47.726541
1.000       5.0265482       7.4632509       48.018420
1.000       5.1522120       7.2849435       50.475149
1.000       5.2778757       6.9857243       52.030639
1.000       5.4035394       6.6993562       53.547388
1.000       5.5292031       6.3645466       54.503620
1.000       5.6548668       6.0588366       55.504300
1.000       5.7805305       5.8330670       57.078205
1.000       5.9061942       5.6516316       58.988489
1.000       6.0318579       5.4914277       61.053256
1.000       6.1575216       5.2502599       62.096753
1.000       6.2831853       5.0329524       63.245945
1.000       6.4088490       4.8740708       64.998331
1.000       6.5345127       4.6937145       66.347803
1.000       6.6601764       4.5642587       68.312112
1.000       6.7858401       4.3631093       69.068055
1.000       6.9115038       4.2886708       71.731618
1.000       7.0371675       4.1196091       72.731063
1.000       7.1628313       3.9611709       73.747617
1.000       7.2884950       3.8350401       75.223535
1.000       7.4141587       3.7396791       77.212965
1.000       7.5398224       3.6001860       78.176918
1.000       7.6654861       3.5024322       79.920665
1.000       7.7911498       3.3701985       80.747745
1.000       7.9168135       3.3186303       83.421958
1.000       8.0424772       3.2281931       85.074475
1.000       8.2938046       3.0346294       87.707617
1.000       8.5451320       2.8889389       91.319800
1.000       8.7964594       2.7677443       95.437692
1.000       9.0477868       2.5402082       95.316186
1.000       9.2991143       2.4392179       99.367785
1.000       9.5504417       2.3024504       101.60871
1.000       9.8017691       2.2238423       106.09322
1.000       10.053096       2.1025013       108.21964
1.000       10.304424       2.0236165       112.16816
1.000       10.555751       1.9116484       113.90577
1.000       10.807079       1.8453962       118.00077
1.000       11.058406       1.7856996       122.33656
1.000       11.309734       1.6868313       123.62293
1.000       11.561061       1.6445277       128.73734
1.000       11.812388       1.5519285       129.58511
1.000       12.063716       1.5286759       135.96558
1.000       12.315043       1.4496295       137.16241
1.000       12.566371       1.4056068       141.30700
1.000       12.817698       1.3698842       146.14509
1.000       13.069025       1.2955957       146.51071
1.000       13.320353       1.2717427       152.27083
1.000       13.571680       1.2487908       158.14695
1.000       13.823008       1.1939809       159.76267
1.000       14.074335       1.1728202       165.64768
1.000       14.325663       1.0994944       163.75985
1.000       14.576990       1.0891370       170.90561
1.000       14.828317       1.0650801       175.92524
1.000       15.079645       1.0155828       176.42451
1.000       15.330972      0.99035172       180.78767
1.000       15.582300      0.95912677       183.84038
1.000       15.833627      0.94272593       189.58193
1.000       16.084954      0.91038906       191.93616
1.000       16.587609      0.82536924       190.84023
1.000       17.090264      0.83351575       210.78048
1.000       17.592919      0.78939313       217.75959
1.000       18.095574      0.73718439       221.29085
1.000       18.598229      0.73811800       240.55301
1.000       19.100883      0.67893883       239.69626
1.000       19.603538      0.65238271       248.98667
1.000       20.106193      0.62792259       258.56272
1.000       20.608848      0.60803601       269.62533
1.000       21.111503      0.56308822       268.41337
1.000       21.614157      0.55582437       284.33006
1.000       22.116812      0.52432548       287.36827
1.000       22.619467      0.50835470       298.04663
1.000       23.122122      0.48467518       303.53173
1.000       23.624777      0.47068325       314.41419
1.000       24.127432      0.45691650       325.11752
1.000       24.630086      0.43918217       332.43961
1.000       25.132741      0.42649198       343.00520
1.000       25.635396      0.40457092       345.29080
1.000       26.138051      0.39517664       357.50418
1.000       26.640706      0.38553050       369.28883
1.000       27.143361      0.37136936       376.24191
1.000       27.646015      0.35982502       385.17603
1.000       28.148670      0.35314620       399.02348
1.000       28.651325      0.34431268       410.25833
1.000       29.153980      0.33081047       415.28194
1.000       29.656635      0.32420509       428.40614
1.000       30.159289      0.31441471       436.95471
1.000       30.661944      0.30573564       446.49376
1.000       31.164599      0.29404675       450.89070
1.000       31.667254      0.28654884       460.99915
1.000       32.169909      0.29031237       489.64946
1.000       33.175218      0.26211601       484.84752
1.000       34.180528      0.25944589       524.87195
1.000       35.185838      0.25640127       565.84061
1.000       36.191147      0.23604056       566.84452
1.000       37.196457      0.22560434       588.19649
1.000       38.201767      0.22172614       626.23524
1.000       39.207076      0.20311360       620.15842
1.000       40.212386      0.19770217       651.27023
1.000       41.217696      0.19037778       675.36358
1.000       42.223005      0.18358436       700.08916
1.000       43.228315      0.17871954       731.38698
1.000       44.233625      0.18317285       803.13572
1.000       45.238934      0.15833728       742.66087
1.000       46.244244      0.15603114       781.72604
1.000       47.249554      0.15381185       821.96475
1.000       48.254863      0.15293862       870.58402
1.000       49.260173      0.14482729       877.01791
1.000       50.265482      0.14190485       913.01319
1.000       51.270792      0.13407417       915.43066
1.000       52.276102      0.12441940       900.46732
1.000       53.281411      0.11902738       912.10387
1.000       54.286721      0.11596366       939.88128
1.000       55.292031      0.11548383       988.96074
1.000       56.297340      0.11411339       1031.5030
1.000       57.302650      0.11284106       1075.6266
1.000       58.307960      0.10643107       1068.8634
1.000       59.313269      0.10865169       1148.5829
1.000       60.318579      0.10238379       1138.2948
1.000       61.323889      0.10435023       1219.1376
1.000       62.329198     0.095865045       1175.9941
1.000       63.334508     0.098355504       1265.8730
1.000       64.339818     0.089724019       1210.6496
1.000       66.350437     0.085799580       1269.6581
1.000       68.361056     0.083136552       1345.5150
1.000       70.371675     0.088107107       1555.5174
1.000       72.382295     0.081791787       1571.3647
1.000       74.392914     0.080569712       1680.4933
1.000       76.403533     0.071963625       1626.0115
1.000       78.414153     0.069672075       1701.8151
1.000       80.424772     0.067242588       1772.0835
1.000       82.435391     0.073135050       2075.5678
1.000       84.446011     0.059550825       1816.7512
1.000       86.456630     0.058080138       1901.4846
1.000       88.467249     0.058191660       2041.1672
1.000       90.477868     0.056662159       2126.1331
1.000       92.488488     0.052258737       2094.5571
1.000       94.499107     0.053286818       2278.1020
1.000       96.509726     0.051945798       2365.5598
1.000       98.520346     0.049142430       2380.7000
1.000       100.53096     0.047984314       2469.8416
1.000       102.54158     0.049049549       2679.2013
1.000       104.55220     0.043382716       2511.8087
1.000       106.56282     0.045201915       2771.0492
1.000       108.57344     0.040569140       2630.4913
1.000       110.58406     0.040438048       2770.3718
1.000       112.59468     0.041770467       3020.5999
1.000       114.60530     0.039028940       2976.2617
1.000       116.61592     0.039001029       3133.4289
1.000       118.62654     0.036654886       3099.9002
1.000       120.63716     0.036858662       3278.3334
1.000       122.64778     0.034877291       3259.8082
1.000       124.65840     0.035277246       3462.0198
1.000       126.66902     0.032335098       3329.3207
1.000       128.67964     0.032750628       3535.2436
1.000       132.70087     0.037089987       4390.8468
1.000       136.72211     0.025907299       3354.3523
1.000       140.74335     0.025980524       3669.4571
1.000       144.76459     0.027588153       4240.1372
1.000       148.78583     0.024148738       4029.4836
1.000       152.80707     0.019306348       3489.8013
1.000       156.82831     0.024057920       4701.1238
1.000       160.84954     0.021805467       4597.2187
1.000       164.87078     0.017589846       3993.5891
1.000       168.89202     0.021292267       5196.6032
1.000       172.91326     0.021294767       5577.3518
1.000       176.93450     0.019152445       5374.4253
1.000       180.95574     0.021823962       6551.2009
1.000       184.97698     0.020007974       6415.4393
1.000       188.99821     0.017210867       5886.3503
1.000       193.01945     0.016808157       6123.4137
1.000       197.04069     0.014163261       5489.1018
1.000       201.06193     0.014807270       6097.2612
1.000       205.08317     0.014916116       6518.0258
1.000       209.10441     0.016125330       7469.1026
1.000       213.12565     0.016654333       8167.7914
1.000       217.14688     0.013637164       7073.8382
1.000       221.16812     0.011701826       6413.4469
1.000       225.18936     0.015468054       8948.4859
1.000       229.21060     0.015662909       9555.3542
1.000       233.23184     0.015287420       9825.8009
1.000       237.25308     0.012289052       8314.2718
1.000       241.27432     0.012967298       9226.8410
1.000       245.29555     0.012273634       9177.2480
1.000       249.31679     0.013174423       10343.237
1.000       253.33803     0.014073094       11592.071
1.000       257.35927     0.013722816       11850.399
1.000       265.40175    0.0073169767       6929.6813
1.000       273.44422    0.0053142237       5504.4808
1.000       281.48670     0.011279385       12744.692
1.000       289.52918    0.0093461691       11491.611
1.000       297.57166     0.010237246       13665.580
1.000       305.61413    0.0069149095       9999.4718
1.000       313.65661    0.0066322665       10368.014
1.000       321.69909    0.0082302952       13881.460
1.000       329.74156    0.0076422584       13880.754
1.000       337.78404    0.0040782465       7962.7140
1.000       345.82652    0.0066758488       13987.871
1.000       353.86900    0.0053885362       12096.747
1.000       361.91147    0.0082428183       19794.888
1.000       369.95395    0.0054073959       13870.798
1.000       377.99643    0.0041662587       11399.337
1.000       386.03891    0.0069535947       20266.225
1.000       394.08138    0.0032064849       9941.6213
1.000       402.12386    0.0054453357       17938.018
1.000       410.16634    0.0055343897       19347.285
1.000       418.20881    0.0058870309       21814.543
1.000       426.25129    0.0042251803       16577.255
1.000       434.29377    0.0057815110       23991.777
1.000       442.33625    0.0044907042       19689.845
1.000       450.37872    0.0043578005       20168.388
1.000       458.42120    0.0044915272       21920.900
1.000       466.46368    0.0022390021       11512.728
1.000       474.50615    0.0043281245       23425.861
1.000       482.54863    0.0012302160       7002.8509
1.000       490.59111    0.0015553556       9303.7700
1.000       498.63359    0.0014336323       9004.3550
1.000       506.67606    0.0011902561       7843.3544
1.000       514.71854    0.0028712106       19835.572
0.750     0.015707963       4932.7367   0.00096854059
0.750     0.031415927       11738.938     0.018439481
0.750     0.047123890       5879.0407     0.031167367
0.750     0.062831853       5094.7814     0.064022911
0.750     0.078539816       3792.5570     0.093083354
0.750     0.094247780       2860.5286      0.12131931
0.750      0.10995574       2335.7943      0.15731083
0.750      0.12566371       2049.3602      0.20602416
0.750      0.14137167       1555.8012      0.22269554
0.750      0.15707963       1378.7859      0.27072398
0.750      0.17278760       1227.4113      0.32077320
0.750      0.18849556       1081.4861      0.36693959
0.750      0.20420352       972.23880      0.41940432
0.750      0.21991149       881.50122      0.47493799
0.750      0.23561945       779.59727      0.51662329
0.750      0.25132741       734.16237      0.59044842
0.750      0.26703538       641.04651      0.61839532
0.750      0.28274334       604.78812      0.69254924
0.750      0.29845130       547.00326      0.73668294
0.750      0.31415927       511.07672      0.80279744
0.750      0.32986723       475.33956      0.86435417
0.750      0.34557519       427.33610      0.89344436
0.750      0.36128316       415.14410      0.99177297
0.750      0.37699112       392.48932       1.0653479
0.750      0.39269908       361.93891       1.1104147
0.750      0.40840704       348.03091       1.2010684
0.750      0.42411501       328.21023       1.2684498
0.750      0.43982297       307.81075       1.3267459
0.750      0.45553093       292.77855       1.4020488
0.750      0.47123890       283.83935       1.5047566
0.750      0.48694686       265.54276       1.5532789
0.750      0.50265482       258.40167       1.6625516
0.750      0.51836279       246.93732       1.7424425
0.750      0.53407075       237.17222       1.8303344
0.750      0.54977871       230.75519       1.9426095
0.750      0.56548668       219.89720       2.0144528
0.750      0.58119464       217.01494       2.1583641
0.750      0.59690260       207.38336       2.2343674
0.750      0.61261057       203.33531       2.3682989
0.750      0.62831853       195.43787       2.4559447
0.750      0.64402649       188.50996       2.5510312
0.750      0.65973446       181.88918       2.6459683
0.750      0.67544242       178.55648       2.7874742
0.750      0.69115038       174.16177       2.9130017
0.750      0.70685835       167.54558       2.9977844
0.750      0.72256631       163.58359       3.1263898
0.750      0.73827427       156.71040       3.1946353
0.750      0.75398224       154.39868       3.3527191
0.750      0.76969020       151.12697       3.4910825
0.750      0.78539816       148.65806       3.6486176
0.750      0.80110613       144.08513       3.7528360
0.750      0.81681409       139.76499       3.8586761
0.750      0.83252205       136.54387       3.9914408
0.750      0.84823002       135.67425       4.1947742
0.750      0.86393798       130.54908       4.2647322
0.750      0.87964594       127.57583       4.3990853
0.750      0.89535391       123.89460       4.5051250
0.750      0.91106187       122.92454       4.7092577
0.750      0.92676983       120.73116       4.8686137
0.750      0.94247780       118.18877       5.0125629
0.750      0.95818576       116.62081       5.1975113
0.750      0.97389372       114.27891       5.3477493
0.750      0.98960169       112.97874       5.5468736
0.750       1.0053096       110.06988       5.6655006
0.750       1.0367256       105.25073       5.9413729
0.750       1.0681415       101.22584       6.2495395
0.750       1.0995574       96.995763       6.5324603
0.750       1.1309734       97.617900       7.1541302
0.750       1.1623893       92.986272       7.3985035
0.750       1.1938052       89.244901       7.6922622
0.750       1.2252211       87.464785       8.1497996
0.750       1.2566371       83.784393       8.4229259
0.750       1.2880530       81.862107       8.8624616
0.750       1.3194689       79.020032       9.1961268
0.750       1.3508848       77.491462       9.6778547
0.750       1.3823008       75.803789       10.143056
0.750       1.4137167       73.633041       10.539746
0.750       1.4451326       72.124180       11.027429
0.750       1.4765485       69.046877       11.260495
0.750       1.5079645       67.429109       11.713617
0.750       1.5393804       65.676881       12.137259
0.750       1.5707963       64.274087       12.620187
0.750       1.6022123       62.883827       13.102959
0.750       1.6336282       61.046546       13.483139
0.750       1.6650441       59.609516       13.940010
0.750       1.6964600       58.966265       14.584944
0.750       1.7278760       57.246446       14.960857
0.750       1.7592919       55.424800       15.289317
0.750       1.7907078       54.449840       15.839485
0.750       1.8221237       53.289055       16.332094
0.750       1.8535397       51.584621       16.641641
0.750       1.8849556       50.940419       17.283677
0.750       1.9163715       49.652522       17.703156
0.750       1.9477874       48.754544       18.251982
0.750       1.9792034       48.461970       19.034549
0.750       2.0106193       46.639319       19.204898
0.750       2.0734512       43.934442       19.840691
0.750       2.1362830       43.197723       21.335728
0.750       2.1991149       40.822018       21.994215
0.750       2.2619467       39.333030       23.060821
0.750       2.3247786       38.190170       24.308974
0.750       2.3876104       36.643658       25.267337
0.750       2.4504423       34.703775       25.869045
0.750       2.5132741       33.883369       27.250622
0.750       2.5761060       32.424949       28.082822
0.750       2.6389378       31.521124       29.346711
0.750       2.7017697       30.862659       30.835328
0.750       2.7646015       28.619987       30.636371
0.750       2.8274334       28.460300       32.590189
0.750       2.8902652       26.948588       32.962442
0.750       2.9530971       27.086077       35.338617
0.750       3.0159289       25.521117       35.467719
0.750       3.0787608       24.471812       36.179640
0.750       3.1415927       24.140187       37.919317
0.750       3.2044245       23.009039       38.354725
0.750       3.2672564       22.141807       39.123072
0.750       3.3300882       21.552295       40.320972
0.750       3.3929201       20.774067       41.106705
0.750       3.4557519       20.437770       42.729856
0.750       3.5185838       19.641012       43.344880
0.750       3.5814156       19.075892       44.393489
0.750       3.6442475       18.615207       45.641690
0.750       3.7070793       17.877842       46.140361
0.750       3.7699112       17.483423       47.455884
0.750       3.8327430       16.841985       48.038854
0.750       3.8955749       16.345441       48.953254
0.750       3.9584067       15.955944       50.136502
0.750       4.0212386       15.405936       50.750215
0.750       4.1469023       14.614565       52.799227
0.750       4.2725660       13.741048       54.294577
0.750       4.3982297       13.509356       58.228908
0.750       4.5238934       12.556970       58.896869
0.750       4.6495571       12.036066       61.289992
0.750       4.7752208       11.618036       64.088981
0.750       4.9008845       10.774366       64.251816
0.750       5.0265482       10.431092       67.113453
0.750       5.1522120       9.9348263       68.835378
0.750       5.2778757       9.5068235       70.808135
0.750       5.4035394       8.7931279       70.282728
0.750       5.5292031       8.5944690       73.599850
0.750       5.6548668       8.2061275       75.175384
0.750       5.7805305       7.8512914       76.827100
0.750       5.9061942       7.6571081       79.920502
0.750       6.0318579       7.3204931       81.388660
0.750       6.1575216       7.0048164       82.848538
0.750       6.2831853       6.7538581       84.871484
0.750       6.4088490       6.5101587       86.816436
0.750       6.5345127       6.2728729       88.669930
0.750       6.6601764       5.9952316       89.729123
0.750       6.7858401       5.8682654       92.894688
0.750       6.9115038       5.6455587       94.426707
0.750       7.0371675       5.4723288       96.613121
0.750       7.1628313       5.2506055       97.753836
0.750       7.2884950       5.0863518       99.767762
0.750       7.4141587       4.9352937       101.89876
0.750       7.5398224       4.7831652       103.86494
0.750       7.6654861       4.6129914       105.26209
0.750       7.7911498       4.4995286       107.80575
0.750       7.9168135       4.3180968       108.54601
0.750       8.0424772       4.2325699       111.54341
0.750       8.2938046       3.9526028       114.23911
0.750       8.5451320       3.7354521       118.07821
0.750       8.7964594       3.4616852       119.36625
0.750       9.0477868       3.3010467       123.86512
0.750       9.2991143       3.1849843       129.74849
0.750       9.5504417       3.0503128       134.61238
0.750       9.8017691       2.9732636       141.84599
0.750       10.053096       2.8030719       144.27931
0.750       10.304424       2.6382474       146.23688
0.750       10.555751       2.5781114       153.61704
0.750       10.807079       2.4454467       156.36999
0.750       11.058406       2.3591794       161.62511
0.750       11.309734       2.2061673       161.68355
0.750       11.561061       2.1199268       165.95265
0.750       11.812388       2.0750301       173.26379
0.750       12.063716       2.0043591       178.27444
0.750       12.315043       1.9206810       181.73280
0.750       12.566371       1.8562016       186.60573
0.750       12.817698       1.7807909       189.98237
0.750       13.069025       1.6916849       191.30192
0.750       13.320353       1.6478799       197.30723
0.750       13.571680       1.6134362       204.32566
0.750       13.823008       1.5282092       204.48465
0.750       14.074335       1.5300179       216.09785
0.750       14.325663       1.4490063       215.81651
0.750       14.576990       1.4195594       222.75497
0.750       14.828317       1.3892358       229.46785
0.750       15.079645       1.2947514       224.92099
0.750       15.330972       1.2713657       232.08648
0.750       15.582300       1.2452434       238.68171
0.750       15.833627       1.2124631       243.82600
0.750       16.084954       1.1648233       245.57819
0.750       16.587609       1.0929499       252.70969
0.750       17.090264       1.0297794       260.41186
0.750       17.592919      0.99947527       275.71222
0.750       18.095574      0.95704411       287.28919
0.750       18.598229      0.91263251       297.42737
0.750       19.100883      0.87011113       307.18877
0.750       19.603538      0.82952861       316.59570
0.750       20.106193      0.79671392       328.06674
0.750       20.608848      0.74707555       331.28053
0.750       21.111503      0.72492160       345.55624
0.750       21.614157      0.68745111       351.66327
0.750       22.116812      0.65957277       361.49356
0.750       22.619467      0.63432862       371.90471
0.750       23.122122      0.62345162       390.44160
0.750       23.624777      0.60116456       401.57510
0.750       24.127432      0.58447240       415.87953
0.750       24.630086      0.55962135       423.60623
0.750       25.132741      0.53612434       431.17678
0.750       25.635396      0.52957996       451.98278
0.750       26.138051      0.50487470       456.74464
0.750       26.640706      0.48396593       463.57737
0.750       27.143361      0.48172531       488.04579
0.750       27.646015      0.45564859       487.75073
0.750       28.148670      0.44696053       505.02524
0.750       28.651325      0.43777396       521.62010
0.750       29.153980      0.42289371       530.87837
0.750       29.656635      0.41282526       545.50925
0.750       30.159289      0.39895767       554.44745
0.750       30.661944      0.38289430       559.17563
0.750       31.164599      0.37654651       577.39567
0.750       31.667254      0.37105237       596.94825
0.750       32.169909      0.35379750       596.72537
0.750       33.175218      0.36152716       668.73270
0.750       34.180528      0.32320497       653.85973
0.750       35.185838      0.30333680       669.42056
0.750       36.191147      0.29637811       711.74339
0.750       37.196457      0.28770270       750.09957
0.750       38.201767      0.27638488       780.61139
0.750       39.207076      0.25704651       784.82955
0.750       40.212386      0.25868172       852.14896
0.750       41.217696      0.24751235       878.04801
0.750       42.223005      0.23127497       881.95479
0.750       43.228315      0.23376596       956.65745
0.750       44.233625      0.20989616       920.30617
0.750       45.238934      0.20354582       954.70573
0.750       46.244244      0.20418542       1022.9821
0.750       47.249554      0.19436338       1038.6706
0.750       48.254863      0.18418739       1048.4638
0.750       49.260173      0.18740154       1134.8310
0.750       50.265482      0.16829880       1082.8314
0.750       51.270792      0.17915344       1223.2226
0.750       52.276102      0.16821014       1217.3964
0.750       53.281411      0.16214941       1242.5469
0.750       54.286721      0.15468906       1253.7492
0.750       55.292031      0.15390150       1317.9555
0.750       56.297340      0.14437661       1305.0608
0.750       57.302650      0.14370030       1369.7839
0.750       58.307960      0.14759565       1482.2701
0.750       59.313269      0.13517698       1428.9880
0.750       60.318579      0.13541238       1505.5041
0.750       61.323889      0.12926599       1510.2318
0.750       62.329198      0.12455944       1527.9935
0.750       63.334508      0.12318747       1585.4699
0.750       64.339818      0.12365114       1668.4295
0.750       66.350437      0.11870314       1756.5633
0.750       68.361056      0.11609833       1878.9816
0.750       70.371675      0.10453748       1845.5931
0.750       72.382295     0.096069062       1845.6564
0.750       74.392914     0.098761440       2059.9296
0.750       76.403533     0.090171071       2037.4071
0.750       78.414153     0.094243914       2302.0086
